author	ntokens	year_of_birth
vcent	23154	1898
TQR735	15977	1898
Maiaflickan	9016	1898
wrpson	2609	1898
Milie	134646	1899
Beaniee	31766	1899
Sunlight	22230	1899
didelido	4213	1899
väntar i evigheter	2703	1899
Seifos	1985	1899
citron	1270	1899
Grönan	1058	1899
en glad	745469	1909
kire	49904	1911
DemonicSmile	1220	1912
GammelMann	5818	1917
natural	17739	1935
Natural	10187	1935
Hjälp02	3246	1937
skpklm	53064	1942
