author	birthyear	v1ipm
Alle	1968	0.03307294900835243
Jeanette	1968	0.017323925671041747
Anne69	1968	0.012599218669848545
Jossebell	1967	0.01574902333731068
Emeli	1952	
AW76	1975	0.03307294900835243
Impertiff	1972	0.014174121003579614
Nickis	1972	0.014174121003579614
Happy me	1974	
Tyrell	1971	0.05827138634804952
Lindadjo	1976	0.017323925671041747
mossan	1968	0.0
nnnnnnnn	1968	
Dohgon	1986	
Ett två tre	1984	
Snakeheart	1979	0.0787451166865534
Gladabarnensmamma	1981	0.4488471651133544
copycat	1985	0.02992314434089029
modestyclara	1977	0.0031498046674621363
hotten	1973	0.026773339673428157
Anne M	1957	
bubbelmaja	1976	0.026773339673428157
vist	1968	1.1512536059574108
Tecum	1955	
fruganL	1988	
yodi	1978	0.23466044772592914
Pochahontas	1972	1.6315988177453864
kicki08	1976	
LHUF	1978	0.13386667475452368
MalinI	1977	0.056696474013680616
Sommartider	1988	0.026773334950904736
Solaris	1968	0.042522355510260464
Ruggugglan	1986	0.04882196373400275
Fjäril kär	1976	
Gustie	1971	0.011024314391549009
hymafr	1963	0.0015749020559355726
PumpkinQueen	1980	
Tilcha	1983	0.014174118503420154
Lorelei	1976	0.01259921644748458
CoolJen	1978	0.12284236036297468
car	1973	0.009449412335613435
Baronessan	1973	0.014174118503420154
Sallisen	1990	0.02519843289496916
hemlis	1968	1.1796016398957438
Mopsan	1985	
Adora1	1978	
Saltlakrits	1982	0.03779764934245374
Alisa	1979	0.0015749020559355726
Ickan	1968	0.05354666990180947
underverket 06	1969	
barnsäng	1968	0.23938511250220704
UWO BaraJag	1971	
högbergarna	1977	0.10709333980361894
Skogsstjärnan	1966	0.044097257566196035
Tristan	1968	0.007874510279677864
lilla mej	1976	
sportpappa	1976	
hot fuss	1978	
Bohman	1984	0.028348237006840308
AnnaKlara	1969	0.033072943174647026
hannis	1977	0.003149804111871145
Moomin	1980	0.022048628783098018
snobben	1968	0.23623530839033588
Insatt	1980	0.0015749020559355726
Konvaljen	1983	0.009449412335613435
luzorsus	1976	0.11024314391549009
gosmamman	1981	1.3906385153911107
Brooke	1987	0.003149804111871145
brokig	1982	0.02362353083903359
MayaS	1968	0.007874510279677864
Emeliee	1979	0.033072943174647026
finskaflikkan	1982	
Tigra79	1978	0.003149804111871145
flygrl	1996	
snöflingan1	1968	0.2929317824040165
NizzY	1999	0.00629960822374229
Carla82	1981	0.009449412335613435
Kaosmamma	1980	
Tant Groda	1981	
Smajla	1987	0.01889882467122687
Mamba	1983	0.007874510279677864
ModestyB	1980	
AndreaBD	1963	
Lilla Morran	1982	
TheLove	1968	0.5071184620112543
Bondfia	1970	
Mania x2	1976	
SuzR	1980	
Trikarn	1968	0.011024314391549009
Damien och Adrian	1971	
BasseKatt	1973	0.02362353083903359
Daggdroppen	1986	0.003149804111871145
Tettan	1968	0.12441726241891025
lottizm	1983	0.3890008078160865
Stella 78	1977	
Tina B	1968	
Lillatroll	1972	1.0079373157987666
Peztis	1968	0.003149804111871145
skruttis11	1980	0.07087059251710076
Fiamedbarn	1969	
Tuttie	1979	0.7449286724575259
castillo	1986	
Studentpappa	1980	
mikroE	1981	
CamillaJ	1983	0.3937255139838932
Annanym	1968	0.028348237006840308
LeaveMeAlone	1982	0.5968878791995821
cruz	1968	0.009449412335613435
Hedi	1964	
LuMa	1977	2.370227594183037
TantG	1968	0.003149804111871145
allakantralla	1974	0.04724706167806718
NinaFina	1968	0.011024314391549009
Jossan	1968	
maddiz	1992	3.0537350864590755
Mirren	1976	0.01259921644748458
Diana	1964	0.02362353083903359
Solkattan	1974	0.003149804111871145
Pico	1990	0.011024314391549009
jazzy	1985	0.5748392504164841
Kryztina	1976	0.009449412335613435
